state,pollster,start_date,end_date,sample_size,population,candidate_name,pct,party,methodology,outcome,predicted_prob,predicted_winner
Pennsylvania,Research Co.,2024-10-05,10/7/24,450,lv,Kamala Harris,50,DEM,Online Panel,1,0.4528121353768682,REP
Pennsylvania,Research Co.,2024-10-05,10/7/24,450,lv,Donald Trump,49,REP,Online Panel,0,0.46109963392537867,REP
Wisconsin,Research Co.,2024-10-05,10/7/24,450,lv,Kamala Harris,50,DEM,Online Panel,1,0.4528121353768682,REP
Wisconsin,Research Co.,2024-10-05,10/7/24,450,lv,Donald Trump,48,REP,Online Panel,0,0.4694086928201088,REP
Michigan,Quinnipiac,2024-10-03,10/7/24,1007,lv,Kamala Harris,47,DEM,Live Phone,1,0.4773384018426454,REP
Michigan,Quinnipiac,2024-10-03,10/7/24,1007,lv,Donald Trump,50,REP,Live Phone,0,0.45241855627604166,REP
Michigan,Quinnipiac,2024-10-03,10/7/24,1007,lv,Kamala Harris,47,DEM,Live Phone,1,0.4773384018426454,REP
Michigan,Quinnipiac,2024-10-03,10/7/24,1007,lv,Donald Trump,51,REP,Live Phone,0,0.44415848836106,REP
Pennsylvania,Quinnipiac,2024-10-03,10/7/24,1412,lv,Kamala Harris,49,DEM,Live Phone,1,0.4604179443208385,REP
Pennsylvania,Quinnipiac,2024-10-03,10/7/24,1412,lv,Donald Trump,46,REP,Live Phone,0,0.4853878346621684,REP
Pennsylvania,Quinnipiac,2024-10-03,10/7/24,1412,lv,Kamala Harris,49,DEM,Live Phone,1,0.4604179443208385,REP
Pennsylvania,Quinnipiac,2024-10-03,10/7/24,1412,lv,Donald Trump,47,REP,Live Phone,0,0.4770502339842498,REP
Wisconsin,Quinnipiac,2024-10-03,10/7/24,1073,lv,Kamala Harris,46,DEM,Live Phone,1,0.48562934164986205,REP
Wisconsin,Quinnipiac,2024-10-03,10/7/24,1073,lv,Donald Trump,48,REP,Live Phone,0,0.46896617521801276,REP
Wisconsin,Quinnipiac,2024-10-03,10/7/24,1073,lv,Kamala Harris,47,DEM,Live Phone,1,0.4772914401206171,REP
Wisconsin,Quinnipiac,2024-10-03,10/7/24,1073,lv,Donald Trump,49,REP,Live Phone,0,0.4606581487382029,REP
Florida,Marist,2024-10-03,10/7/24,1257,lv,Kamala Harris,47,DEM,Live Phone/Online Panel/Text-to-Web,1,0.4771605186543616,REP
Florida,Marist,2024-10-03,10/7/24,1257,lv,Donald Trump,51,REP,Live Phone/Online Panel/Text-to-Web,0,0.44398246650006906,REP
Florida,Marist,2024-10-03,10/7/24,1410,rv,Kamala Harris,47,DEM,Live Phone/Online Panel/Text-to-Web,1,0.47705165699802365,REP
Florida,Marist,2024-10-03,10/7/24,1410,rv,Donald Trump,51,REP,Live Phone/Online Panel/Text-to-Web,0,0.44387474805400584,REP
Texas,Marist,2024-10-03,10/7/24,1365,rv,Kamala Harris,46,DEM,Live Phone/Online Panel/Text-to-Web,1,0.4854213175269504,REP
Texas,Marist,2024-10-03,10/7/24,1365,rv,Donald Trump,52,REP,Live Phone/Online Panel/Text-to-Web,0,0.43567812112657445,REP
Texas,Marist,2024-10-03,10/7/24,1186,lv,Kamala Harris,46,DEM,Live Phone/Online Panel/Text-to-Web,1,0.48554883856938696,REP
Texas,Marist,2024-10-03,10/7/24,1186,lv,Donald Trump,53,REP,Live Phone/Online Panel/Text-to-Web,0,0.42761003531040787,REP
Ohio,Marist,2024-10-03,10/7/24,1511,rv,Kamala Harris,46,DEM,Live Phone/Online Panel/Text-to-Web,1,0.4853173073551973,REP
Ohio,Marist,2024-10-03,10/7/24,1511,rv,Donald Trump,52,REP,Live Phone/Online Panel/Text-to-Web,0,0.4355757473270245,REP
Ohio,Marist,2024-10-03,10/7/24,1327,lv,Kamala Harris,46,DEM,Live Phone/Online Panel/Text-to-Web,1,0.485448388875017,REP
Ohio,Marist,2024-10-03,10/7/24,1327,lv,Donald Trump,52,REP,Live Phone/Online Panel/Text-to-Web,0,0.43570476726183516,REP
Ohio,The Washington Post,2024-10-03,10/7/24,1002,lv,Kamala Harris,45,DEM,Live Phone/Text-to-Web,1,0.49402586626882067,REP
Ohio,The Washington Post,2024-10-03,10/7/24,1002,lv,Donald Trump,51,REP,Live Phone/Text-to-Web,0,0.44416200894140034,REP
Ohio,The Washington Post,2024-10-03,10/7/24,1002,rv,Kamala Harris,44,DEM,Live Phone/Text-to-Web,1,0.5023751397433777,DEM
Ohio,The Washington Post,2024-10-03,10/7/24,1002,rv,Donald Trump,51,REP,Live Phone/Text-to-Web,0,0.44416200894140034,REP
Pennsylvania,Hunt Research,2024-10-02,10/7/24,1037,lv,Kamala Harris,47.4,DEM,Live Phone/Text-to-Web,1,0.47398515809200564,REP
Pennsylvania,Hunt Research,2024-10-02,10/7/24,1037,lv,Donald Trump,48.4,REP,Live Phone/Text-to-Web,0,0.46566618669011123,REP
Pennsylvania,Hunt Research,2024-10-02,10/7/24,1037,lv,Kamala Harris,46.6,DEM,Live Phone/Text-to-Web,1,0.48065097292268893,REP
Pennsylvania,Hunt Research,2024-10-02,10/7/24,1037,lv,Donald Trump,46.8,REP,Live Phone/Text-to-Web,0,0.47898378023035304,REP
Utah,Noble Predictive Insights,2024-10-02,10/7/24,539,lv,Kamala Harris,38,DEM,Online Panel/Text-to-Web,1,0.5526073119828618,DEM
Utah,Noble Predictive Insights,2024-10-02,10/7/24,539,lv,Donald Trump,54,REP,Online Panel/Text-to-Web,0,0.419905361669673,REP
Utah,Noble Predictive Insights,2024-10-02,10/7/24,539,lv,Kamala Harris,36,DEM,Online Panel/Text-to-Web,1,0.5690576792625303,DEM
Utah,Noble Predictive Insights,2024-10-02,10/7/24,539,lv,Donald Trump,54,REP,Online Panel/Text-to-Web,0,0.419905361669673,REP
Utah,Noble Predictive Insights,2024-10-02,10/7/24,600,rv,Kamala Harris,39,DEM,Online Panel/Text-to-Web,1,0.544293252068841,DEM
Utah,Noble Predictive Insights,2024-10-02,10/7/24,600,rv,Donald Trump,52,REP,Online Panel/Text-to-Web,0,0.4362146212417803,REP
Utah,Noble Predictive Insights,2024-10-02,10/7/24,600,rv,Kamala Harris,37,DEM,Online Panel/Text-to-Web,1,0.5608063599461225,DEM
Utah,Noble Predictive Insights,2024-10-02,10/7/24,600,rv,Donald Trump,51,REP,Online Panel/Text-to-Web,0,0.44444508191727333,REP
Texas,Florida Atlantic University/Mainstreet Research,2024-10-02,10/6/24,811,rv,Kamala Harris,45,DEM,IVR/Online Panel/Text-to-Web,1,0.4941620319737706,REP
Texas,Florida Atlantic University/Mainstreet Research,2024-10-02,10/6/24,811,rv,Donald Trump,50,REP,IVR/Online Panel/Text-to-Web,0,0.4525570441374069,REP
Texas,Florida Atlantic University/Mainstreet Research,2024-10-02,10/6/24,775,lv,Kamala Harris,45,DEM,IVR/Online Panel/Text-to-Web,1,0.4941876968115845,REP
Texas,Florida Atlantic University/Mainstreet Research,2024-10-02,10/6/24,775,lv,Donald Trump,50,REP,IVR/Online Panel/Text-to-Web,0,0.452582481482512,REP
Wisconsin,Arc Insights,2024-10-02,10/6/24,700,lv,Kamala Harris,47,DEM,Live Phone/Text-to-Web,1,0.47755685025713973,REP
Wisconsin,Arc Insights,2024-10-02,10/6/24,700,lv,Donald Trump,48,REP,Live Phone/Text-to-Web,0,0.46923111172041176,REP
Florida,Siena/NYT,2024-09-29,10/6/24,622,lv,Kamala Harris,41,DEM,Live Phone,1,0.527666539979898,DEM
Florida,Siena/NYT,2024-09-29,10/6/24,622,lv,Donald Trump,55,REP,Live Phone,0,0.4117351606569128,REP
Florida,Siena/NYT,2024-09-29,10/6/24,622,lv,Kamala Harris,40,DEM,Live Phone,1,0.5359820946744376,DEM
Florida,Siena/NYT,2024-09-29,10/6/24,622,lv,Donald Trump,53,REP,Live Phone,0,0.4280037888298268,REP
Florida,Siena/NYT,2024-09-29,10/6/24,622,rv,Kamala Harris,41,DEM,Live Phone,1,0.527666539979898,DEM
Florida,Siena/NYT,2024-09-29,10/6/24,622,rv,Donald Trump,54,REP,Live Phone,0,0.41984770160929935,REP
Florida,Siena/NYT,2024-09-29,10/6/24,622,rv,Kamala Harris,40,DEM,Live Phone,1,0.5359820946744376,DEM
Florida,Siena/NYT,2024-09-29,10/6/24,622,rv,Donald Trump,53,REP,Live Phone,0,0.4280037888298268,REP
Florida,ActiVote,2024-09-17,10/6/24,400,lv,Kamala Harris,47,DEM,App Panel,1,0.4777703260578423,REP
Florida,ActiVote,2024-09-17,10/6/24,400,lv,Donald Trump,53,REP,App Panel,0,0.4281588019607732,REP
North Carolina,ActiVote,2024-09-07,10/6/24,400,lv,Kamala Harris,50.8,DEM,App Panel,1,0.4462359360675889,REP
North Carolina,ActiVote,2024-09-07,10/6/24,400,lv,Donald Trump,49.2,REP,App Panel,0,0.45947568011469436,REP
Massachusetts,Suffolk,2024-10-01,10/5/24,500,lv,Kamala Harris,61.2,DEM,Live Phone,1,0.36273374915306983,REP
Massachusetts,Suffolk,2024-10-01,10/5/24,500,lv,Donald Trump,32.2,REP,Live Phone,0,0.5998961271581472,DEM
Illinois,ActiVote,2024-09-03,10/5/24,400,lv,Kamala Harris,58.8,DEM,App Panel,1,0.38152572403431645,REP
Illinois,ActiVote,2024-09-03,10/5/24,400,lv,Donald Trump,41.2,REP,App Panel,0,0.5261592935078494,DEM
Michigan,Glengariff Group Inc.,2024-10-01,10/4/24,600,lv,Kamala Harris,46.8,DEM,Live Phone,1,0.4792948227578824,REP
Michigan,Glengariff Group Inc.,2024-10-01,10/4/24,600,lv,Donald Trump,44.2,REP,Live Phone,0,0.5009918707694341,DEM
Florida,Mason-Dixon,2024-10-01,10/4/24,625,lv,Kamala Harris,43,DEM,Live Phone,1,0.5109917664355534,DEM
Florida,Mason-Dixon,2024-10-01,10/4/24,625,lv,Donald Trump,49,REP,Live Phone,0,0.46097561503855944,REP
Texas,Siena/NYT,2024-09-29,10/4/24,617,lv,Kamala Harris,44,DEM,Live Phone,1,0.5026496412465197,DEM
Texas,Siena/NYT,2024-09-29,10/4/24,617,lv,Donald Trump,50,REP,Live Phone,0,0.45269412609109494,REP
Texas,Siena/NYT,2024-09-29,10/4/24,617,lv,Kamala Harris,42,DEM,Live Phone,1,0.5193391648133288,DEM
Texas,Siena/NYT,2024-09-29,10/4/24,617,lv,Donald Trump,49,REP,Live Phone,0,0.46098128436812547,REP
Texas,Siena/NYT,2024-09-29,10/4/24,617,rv,Kamala Harris,44,DEM,Live Phone,1,0.5026496412465197,DEM
Texas,Siena/NYT,2024-09-29,10/4/24,617,rv,Donald Trump,50,REP,Live Phone,0,0.45269412609109494,REP
Texas,Siena/NYT,2024-09-29,10/4/24,617,rv,Kamala Harris,41,DEM,Live Phone,1,0.5276700941079087,DEM
Texas,Siena/NYT,2024-09-29,10/4/24,617,rv,Donald Trump,48,REP,Live Phone,0,0.46929006778371873,REP
Virginia,Christopher Newport U.,2024-09-28,10/4/24,800,lv,Kamala Harris,52,DEM,Live Phone,1,0.4360743453058393,REP
Virginia,Christopher Newport U.,2024-09-28,10/4/24,800,lv,Donald Trump,41,REP,Live Phone,0,0.5275400111983851,DEM
Nevada,RMG Research,2024-09-30,10/3/24,782,lv,Kamala Harris,49,DEM,Online Panel,1,0.46086435649087026,REP
Nevada,RMG Research,2024-09-30,10/3/24,782,lv,Donald Trump,49,REP,Online Panel,0,0.46086435649087026,REP
New Hampshire,St. Anselm,2024-10-01,10/2/24,2104,lv,Kamala Harris,51,DEM,Online Panel,1,0.4433862092046251,REP
New Hampshire,St. Anselm,2024-10-01,10/2/24,2104,lv,Donald Trump,44,REP,Online Panel,0,0.5015894164059062,DEM
Arizona,RMG Research,2024-09-30,10/2/24,783,lv,Kamala Harris,46,DEM,Online Panel,1,0.48583594587838014,REP
Arizona,RMG Research,2024-09-30,10/2/24,783,lv,Donald Trump,50,REP,Online Panel,0,0.4525768287177458,REP
Arizona,Redfield & Wilton Strategies,2024-09-27,10/2/24,555,lv,Kamala Harris,47,DEM,Online Panel,1,0.47766002920861006,REP
Arizona,Redfield & Wilton Strategies,2024-09-27,10/2/24,555,lv,Donald Trump,48,REP,Online Panel,0,0.4693341078120878,REP
Florida,Redfield & Wilton Strategies,2024-09-27,10/2/24,2946,lv,Kamala Harris,45,DEM,Online Panel,1,0.49264002422685843,REP
Florida,Redfield & Wilton Strategies,2024-09-27,10/2/24,2946,lv,Donald Trump,49,REP,Online Panel,0,0.4593312330519531,REP
Georgia,Redfield & Wilton Strategies,2024-09-27,10/2/24,3783,lv,Kamala Harris,47,DEM,Online Panel,1,0.4753635195653938,REP
Georgia,Redfield & Wilton Strategies,2024-09-27,10/2/24,3783,lv,Donald Trump,47,REP,Online Panel,0,0.4753635195653938,REP
Michigan,Redfield & Wilton Strategies,2024-09-27,10/2/24,839,lv,Kamala Harris,48,DEM,Online Panel,1,0.4691323799964993,REP
Michigan,Redfield & Wilton Strategies,2024-09-27,10/2/24,839,lv,Donald Trump,46,REP,Online Panel,0,0.48579604951010924,REP
Minnesota,Redfield & Wilton Strategies,2024-09-27,10/2/24,551,lv,Kamala Harris,51,DEM,Online Panel,1,0.44447958830655976,REP
Minnesota,Redfield & Wilton Strategies,2024-09-27,10/2/24,551,lv,Donald Trump,43,REP,Online Panel,0,0.5110445034754804,DEM
Nevada,Redfield & Wilton Strategies,2024-09-27,10/2/24,514,lv,Kamala Harris,48,DEM,Online Panel,1,0.4693632313190519,REP
Nevada,Redfield & Wilton Strategies,2024-09-27,10/2/24,514,lv,Donald Trump,47,REP,Online Panel,0,0.4776892042927417,REP
North Carolina,Redfield & Wilton Strategies,2024-09-27,10/2/24,753,lv,Kamala Harris,45,DEM,Online Panel,1,0.4942033808942256,REP
North Carolina,Redfield & Wilton Strategies,2024-09-27,10/2/24,753,lv,Donald Trump,47,REP,Online Panel,0,0.4775191370489351,REP
Pennsylvania,Redfield & Wilton Strategies,2024-09-27,10/2/24,5686,lv,Kamala Harris,48,DEM,Online Panel,1,0.46569112036269417,REP
Pennsylvania,Redfield & Wilton Strategies,2024-09-27,10/2/24,5686,lv,Donald Trump,47,REP,Online Panel,0,0.4740101420516535,REP
Wisconsin,Redfield & Wilton Strategies,2024-09-27,10/2/24,533,lv,Kamala Harris,47,DEM,Online Panel,1,0.4776756841128639,REP
Wisconsin,Redfield & Wilton Strategies,2024-09-27,10/2/24,533,lv,Donald Trump,46,REP,Online Panel,0,0.4860140568598141,REP
Pennsylvania,YouGov/Center for Working Class Politics,2024-09-24,10/2/24,1000,rv,Kamala Harris,46.8,DEM,Online Panel,1,0.4790101150108383,REP
Pennsylvania,YouGov/Center for Working Class Politics,2024-09-24,10/2/24,1000,rv,Donald Trump,44.7,REP,Online Panel,0,0.49653193628535275,REP
Arizona,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Kamala Harris,45,DEM,Live Phone,1,0.4943837486568462,REP
Arizona,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Donald Trump,47,REP,Live Phone,0,0.4776991665514665,REP
Georgia,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Kamala Harris,44,DEM,Live Phone,1,0.5027330608749881,DEM
Georgia,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Donald Trump,47,REP,Live Phone,0,0.4776991665514665,REP
Michigan,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Kamala Harris,48,DEM,Live Phone,1,0.46937317597898737,REP
Michigan,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Donald Trump,46,REP,Live Phone,0,0.4860375677757405,REP
Nevada,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Kamala Harris,45,DEM,Live Phone,1,0.4943837486568462,REP
Nevada,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Donald Trump,47,REP,Live Phone,0,0.4776991665514665,REP
Pennsylvania,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Kamala Harris,46,DEM,Live Phone,1,0.4860375677757405,REP
Pennsylvania,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Donald Trump,46,REP,Live Phone,0,0.4860375677757405,REP
Wisconsin,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Kamala Harris,46,DEM,Live Phone,1,0.4860375677757405,REP
Wisconsin,OnMessage Inc.,2024-09-24,10/2/24,500,lv,Donald Trump,47,REP,Live Phone,0,0.4776991665514665,REP
New Jersey,ActiVote,2024-09-04,10/2/24,400,lv,Kamala Harris,56,DEM,App Panel,1,0.4038227265521043,REP
New Jersey,ActiVote,2024-09-04,10/2/24,400,lv,Donald Trump,44,REP,App Panel,0,0.5028043595823176,DEM
Nebraska,Bullfinch,2024-09-27,10/1/24,400,lv,Kamala Harris,42,DEM,Online Panel,1,0.5194936544312182,DEM
Nebraska,Bullfinch,2024-09-27,10/1/24,400,lv,Donald Trump,53,REP,Online Panel,0,0.4281588019607732,REP
California,UC Berkeley,2024-09-25,10/1/24,3045,lv,Kamala Harris,57,DEM,Email,1,0.39400598441566276,REP
California,UC Berkeley,2024-09-25,10/1/24,3045,lv,Donald Trump,35,REP,Email,0,0.5754832464686257,DEM
Arizona,Fabrizio/Impact,2024-09-24,10/1/24,600,lv,Kamala Harris,47,DEM,Live Phone,1,0.47762800795027344,REP
Arizona,Fabrizio/Impact,2024-09-24,10/1/24,600,lv,Donald Trump,49,REP,Live Phone,0,0.460993331726968,REP
Arizona,Fabrizio/Impact,2024-09-24,10/1/24,600,lv,Kamala Harris,48,DEM,Live Phone,1,0.46930214322780345,REP
Arizona,Fabrizio/Impact,2024-09-24,10/1/24,600,lv,Donald Trump,50,REP,Live Phone,0,0.4527061387695114,REP
Michigan,Mitchell,2024-09-30,9/30/24,709,lv,Kamala Harris,48,DEM,Text-to-Web,1,0.4692247189458521,REP
Michigan,Mitchell,2024-09-30,9/30/24,709,lv,Donald Trump,49,REP,Text-to-Web,0,0.4609160876879293,REP
Michigan,Mitchell,2024-09-30,9/30/24,709,lv,Kamala Harris,47,DEM,Text-to-Web,1,0.47755044610939634,REP
Michigan,Mitchell,2024-09-30,9/30/24,709,lv,Donald Trump,47,REP,Text-to-Web,0,0.47755044610939634,REP
Arizona,InsiderAdvantage,2024-09-29,9/30/24,800,lv,Kamala Harris,47.7,DEM,Text,1,0.47165617502458845,REP
Arizona,InsiderAdvantage,2024-09-29,9/30/24,800,lv,Donald Trump,49.1,REP,Text,0,0.4600218712891248,REP
Nevada,InsiderAdvantage,2024-09-29,9/30/24,800,lv,Kamala Harris,48.4,DEM,Text,1,0.46583437690868995,REP
Nevada,InsiderAdvantage,2024-09-29,9/30/24,800,lv,Donald Trump,49.3,REP,Text,0,0.45836308106214274,REP
North Carolina,InsiderAdvantage,2024-09-29,9/30/24,800,lv,Kamala Harris,49.3,DEM,Text,1,0.45836308106214274,REP
North Carolina,InsiderAdvantage,2024-09-29,9/30/24,800,lv,Donald Trump,49.5,REP,Text,0,0.4567052132622659,REP
Georgia,InsiderAdvantage,2024-09-29,9/30/24,800,lv,Kamala Harris,48.3,DEM,Text,1,0.4666655299925582,REP
Georgia,InsiderAdvantage,2024-09-29,9/30/24,800,lv,Donald Trump,48.1,REP,Text,0,0.46832838684631056,REP
Wisconsin,Trafalgar Group,2024-09-28,9/30/24,1079,lv,Kamala Harris,46,DEM,IVR/Live Phone/Text/Online Panel/Email,1,0.48562506713123127,REP
Wisconsin,Trafalgar Group,2024-09-28,9/30/24,1079,lv,Donald Trump,47.1,REP,IVR/Live Phone/Text/Online Panel/Email,0,0.47645400023072515,REP
Michigan,Trafalgar Group,2024-09-28,9/30/24,1086,lv,Kamala Harris,44.7,DEM,IVR/Live Phone/Text/Online Panel/Email,1,0.49647062051922847,REP
Michigan,Trafalgar Group,2024-09-28,9/30/24,1086,lv,Donald Trump,46.9,REP,IVR/Live Phone/Text/Online Panel/Email,0,0.4781154864652795,REP
North Dakota,WPAi,2024-09-28,9/30/24,500,lv,Kamala Harris,32,DEM,Live Phone,1,0.6014983093302037,DEM
North Dakota,WPAi,2024-09-28,9/30/24,500,lv,Donald Trump,59,REP,Live Phone,0,0.3798836295392131,REP
New York,ActiVote,2024-09-04,9/30/24,400,lv,Kamala Harris,60.6,DEM,App Panel,1,0.3674448275794921,REP
New York,ActiVote,2024-09-04,9/30/24,400,lv,Donald Trump,39.4,REP,App Panel,0,0.5411193594318984,DEM
Ohio,ActiVote,2024-08-28,9/30/24,400,lv,Kamala Harris,46.4,DEM,App Panel,1,0.4827722297886356,REP
Ohio,ActiVote,2024-08-28,9/30/24,400,lv,Donald Trump,53.6,REP,App Panel,0,0.42325969772198524,REP
Indiana,ActiVote,2024-08-28,9/30/24,400,lv,Kamala Harris,43,DEM,App Panel,1,0.5111521147794951,DEM
Indiana,ActiVote,2024-08-28,9/30/24,400,lv,Donald Trump,57,REP,App Panel,0,0.39580857511523904,REP
Pennsylvania,Patriot Polling,2024-09-27,9/29/24,816,rv,Kamala Harris,49,DEM,IVR,1,0.4608402627963621,REP
Pennsylvania,Patriot Polling,2024-09-27,9/29/24,816,rv,Donald Trump,50,REP,IVR,0,0.4525535111924056,REP
Alaska,Alaska Survey Research,2024-09-27,9/29/24,1182,lv,Kamala Harris,43,DEM,Probability Panel,1,0.5105948055403758,DEM
Alaska,Alaska Survey Research,2024-09-27,9/29/24,1182,lv,Donald Trump,52,REP,Probability Panel,0,0.43580644671497487,REP
Pennsylvania,Trafalgar Group,2024-09-26,9/29/24,1090,lv,Kamala Harris,45.3,DEM,IVR/Live Phone/Text/Online Panel/Email,1,0.49145879541476917,REP
Pennsylvania,Trafalgar Group,2024-09-26,9/29/24,1090,lv,Donald Trump,47.5,REP,IVR/Live Phone/Text/Online Panel/Email,0,0.47311485357854594,REP
Arizona,HighGround,2024-09-26,9/29/24,500,lv,Kamala Harris,47.6,DEM,Live Phone,1,0.4727017875749852,REP
Arizona,HighGround,2024-09-26,9/29/24,500,lv,Donald Trump,45.4,REP,Live Phone,0,0.49104463997020475,REP
North Carolina,The Washington Post,2024-09-25,9/29/24,1001,lv,Kamala Harris,48,DEM,Live Phone/Text-to-Web,1,0.46901731441829597,REP
North Carolina,The Washington Post,2024-09-25,9/29/24,1001,lv,Donald Trump,50,REP,Live Phone/Text-to-Web,0,0.45242279559117116,REP
North Carolina,The Washington Post,2024-09-25,9/29/24,1001,rv,Kamala Harris,47,DEM,Live Phone/Text-to-Web,1,0.4773426711099819,REP
North Carolina,The Washington Post,2024-09-25,9/29/24,1001,rv,Donald Trump,50,REP,Live Phone/Text-to-Web,0,0.45242279559117116,REP
North Carolina,Quinnipiac,2024-09-25,9/29/24,953,lv,Kamala Harris,47,DEM,Live Phone,1,0.4773768253678011,REP
North Carolina,Quinnipiac,2024-09-25,9/29/24,953,lv,Donald Trump,49,REP,Live Phone,0,0.460743181235498,REP
North Carolina,Quinnipiac,2024-09-25,9/29/24,953,lv,Kamala Harris,48,DEM,Live Phone,1,0.469051407580061,REP
North Carolina,Quinnipiac,2024-09-25,9/29/24,953,lv,Donald Trump,49,REP,Live Phone,0,0.460743181235498,REP
Georgia,Quinnipiac,2024-09-25,9/29/24,942,lv,Kamala Harris,44,DEM,Live Phone,1,0.5024179192967875,DEM
Georgia,Quinnipiac,2024-09-25,9/29/24,942,lv,Donald Trump,50,REP,Live Phone,0,0.4524644825575241,REP
Georgia,Quinnipiac,2024-09-25,9/29/24,942,lv,Kamala Harris,45,DEM,Live Phone,1,0.49406864074129947,REP
Georgia,Quinnipiac,2024-09-25,9/29/24,942,lv,Donald Trump,50,REP,Live Phone,0,0.4524644825575241,REP
Arizona,National Research,2024-09-25,9/29/24,600,lv,Kamala Harris,47,DEM,Live Phone/Text-to-Web,1,0.47762800795027344,REP
Arizona,National Research,2024-09-25,9/29/24,600,lv,Donald Trump,46,REP,Live Phone/Text-to-Web,0,0.4859663227664775,REP
South Carolina,Winthrop U.,2024-09-21,9/29/24,1068,lv,Kamala Harris,42,DEM,Live Phone/Online Panel,1,0.5190180709079739,DEM
South Carolina,Winthrop U.,2024-09-21,9/29/24,1068,lv,Donald Trump,51.6,REP,Live Phone/Online Panel,0,0.4391740746858438,REP
North Carolina,High Point University,2024-09-20,9/29/24,814,rv,Kamala Harris,48,DEM,Online Panel,1,0.4691501373228095,REP
North Carolina,High Point University,2024-09-20,9/29/24,814,rv,Donald Trump,46,REP,Online Panel,0,0.4858138603664647,REP
North Carolina,High Point University,2024-09-20,9/29/24,589,lv,Kamala Harris,48,DEM,Online Panel,1,0.46930995676960174,REP
North Carolina,High Point University,2024-09-20,9/29/24,589,lv,Donald Trump,48,REP,Online Panel,0,0.46930995676960174,REP
Wisconsin,ActiVote,2024-08-29,9/29/24,400,lv,Kamala Harris,52.1,DEM,App Panel,1,0.43553365379535,REP
Wisconsin,ActiVote,2024-08-29,9/29/24,400,lv,Donald Trump,47.9,REP,App Panel,0,0.47027613340852564,REP
Arizona,Emerson,2024-09-27,9/28/24,920,lv,Kamala Harris,47.6,DEM,Online Panel/Text-to-Web,1,0.4724032262521305,REP
Arizona,Emerson,2024-09-27,9/28/24,920,lv,Donald Trump,51.7,REP,Online Panel/Text-to-Web,0,0.43845556546294095,REP
North Carolina,Emerson,2024-09-27,9/28/24,850,lv,Kamala Harris,49.1,DEM,Online Panel/Text-to-Web,1,0.45998644895766755,REP
North Carolina,Emerson,2024-09-27,9/28/24,850,lv,Donald Trump,49.9,REP,Online Panel/Text-to-Web,0,0.45335704915493347,REP
Pennsylvania,Emerson,2024-09-27,9/28/24,1000,lv,Kamala Harris,49.3,DEM,Online Panel/Text-to-Web,1,0.4582214715183749,REP
Pennsylvania,Emerson,2024-09-27,9/28/24,1000,lv,Donald Trump,48.8,REP,Online Panel/Text-to-Web,0,0.4623699097098564,REP
Utah,PPP,2024-09-27,9/28/24,612,lv,Kamala Harris,39,DEM,IVR/Text,1,0.5442847630933628,DEM
Utah,PPP,2024-09-27,9/28/24,612,lv,Donald Trump,54,REP,IVR/Text,0,0.41985464848862813,REP
Maryland,UMBC,2024-09-23,9/28/24,863,lv,Kamala Harris,57,DEM,Live Phone/Text-to-Web,1,0.39549283053751333,REP
Maryland,UMBC,2024-09-23,9/28/24,863,lv,Donald Trump,35,REP,Live Phone/Text-to-Web,0,0.577002855516639,DEM
Texas,RMG Research,2024-09-25,9/27/24,779,lv,Kamala Harris,46,DEM,Online Panel,1,0.4858387956258841,REP
